Item_Identifier,Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Identifier,Outlet_Establishment_Year,Outlet_Size,Outlet_Location_Type,Outlet_Type,Item_Outlet_Sales,Outlet_Age,MRP_bin,Vis_per_Weight,Is_New_Outlet
FDW50,13.1,Low Fat,0.075885921,Dairy,165.1158,OUT018,2009,Medium,Tier 3,Supermarket Type2,1504.0422,16,High,0.005792817954746721,0
NCJ17,7.68,Low Fat,0.153177941,Health and Hygiene,85.2224,OUT018,2009,Medium,Tier 3,Supermarket Type2,1278.336,16,Low,0.019945041804031016,0
FDH60,19.7,Regular,0.08944206342857143,Baking Goods,197.911,OUT045,2002,Small,Tier 2,Supermarket Type1,1767.699,23,Very_High,0.0045402060349424055,0
DRL60,8.52,Low Fat,0.027114238,Soft Drinks,151.9682,OUT045,2002,Small,Tier 2,Supermarket Type1,1677.1502,23,High,0.0031824219269457835,0
FDS32,17.75,Regular,0.049634572,Fruits and Vegetables,140.2838,OUT010,1998,Medium,Tier 3,Grocery Store,280.9676,27,Medium,0.0027963137579541542,0
FDM58,16.85,reg,0.088755236,Snack Foods,112.2544,OUT027,1985,Medium,Tier 3,Supermarket Type3,3914.904,40,Medium,0.005267372743776097,0
FDK10,5.785,Regular,0.040587146,Snack Foods,180.366,OUT017,2007,Small,Tier 2,Supermarket Type1,1258.362,18,High,0.007015927222830212,0
NCS30,5.945,LF,0.093008616,Household,127.8652,OUT035,2004,Small,Tier 2,Supermarket Type1,2195.8084,21,Medium,0.015644844466804968,0
FDY15,18.25,Regular,0.17179432,Dairy,154.663,OUT017,2007,Small,Tier 2,Supermarket Type1,2659.871,18,High,0.009413386881458253,0
FDC53,8.68,Low Fat,0.008828341,Frozen Foods,99.9384,OUT013,1987,High,Tier 3,Supermarket Type1,689.7688,38,Medium,0.0010170898597822743,0
FDK45,11.65,LF,0.033858187,Seafood,113.386,OUT046,1997,Small,Tier 1,Supermarket Type1,2603.278,28,Medium,0.0029062818964564895,0
FDH26,19.25,reg,0.034841089,Canned,141.1496,OUT018,2009,Medium,Tier 3,Supermarket Type2,282.2992,16,Medium,0.0018099266072765397,0
NCW06,16.2,Low Fat,0.08425957,Household,192.3162,OUT010,1998,Medium,Tier 3,Grocery Store,769.6648,27,Very_High,0.005201207703629154,0
FDV37,13.0,Regular,0.083444376,Canned,195.8426,OUT013,1987,High,Tier 3,Supermarket Type1,4152.5946,38,Very_High,0.006418797660092488,0
FDB52,17.75,low fat,0.030497325,Dairy,256.9672,OUT045,2002,Small,Tier 2,Supermarket Type1,1534.0032,23,Very_High,0.0017181590581318838,0
FDF41,12.15,Low Fat,0.131179812,Frozen Foods,245.246,OUT046,1997,Small,Tier 1,Supermarket Type1,3202.498,28,Very_High,0.010796691457062432,0
FDA39,6.32,Low Fat,0.012737719,Meat,38.5822,OUT049,1999,Medium,Tier 1,Supermarket Type1,353.5398,26,Low,0.0020154615481864637,0
FDE56,17.25,Regular,0.159165324,Fruits and Vegetables,63.4194,OUT035,2004,Small,Tier 2,Supermarket Type1,1547.985,21,Low,0.009226974769450738,0
FDC56,7.72,Low Fat,0.122015744,Fruits and Vegetables,121.744,OUT018,2009,Medium,Tier 3,Supermarket Type2,2277.036,16,Medium,0.015805146139229773,0
FDT26,18.85,Regular,0.068091318,Dairy,120.644,OUT045,2002,Small,Tier 2,Supermarket Type1,3475.476,23,Medium,0.003612271320303908,0
FDR21,19.7,Low Fat,0.067314073,Snack Foods,175.137,OUT017,2007,Small,Tier 2,Supermarket Type1,2822.992,18,High,0.0034169578468549316,0
FDC14,14.5,Regular,0.041249072,Canned,40.5454,OUT046,1997,Small,Tier 1,Supermarket Type1,1216.4166,28,Low,0.002844763390016318,0
FDI32,17.7,Low Fat,0.174340475,Fruits and Vegetables,116.6834,OUT035,2004,Small,Tier 2,Supermarket Type1,3570.6854,21,Medium,0.009849743793799786,0
FDI02,15.7,Regular,0.11454343,Canned,113.7202,OUT035,2004,Small,Tier 2,Supermarket Type1,3263.0858,21,Medium,0.007295759407913415,0
FDE22,9.695,Low Fat,0.029693277,Snack Foods,159.792,OUT018,2009,Medium,Tier 3,Supermarket Type2,2716.464,16,High,0.0030627409940442506,0
FDW26,11.8,Regular,0.107057186,Dairy,224.1772,OUT046,1997,Small,Tier 1,Supermarket Type1,3558.0352,28,Very_High,0.009072642112487957,0
FDA36,5.985,Low Fat,0.009921107,Baking Goods,183.6924,OUT019,1985,Small,Tier 1,Grocery Store,555.2772,40,High,0.001657661711334718,0
NCS06,7.935,Low Fat,0.031583053,Household,260.991,OUT027,1985,Medium,Tier 3,Supermarket Type3,7100.757,40,Very_High,0.003980220418371718,0
NCX05,15.2,Low Fat,0.097043739,Health and Hygiene,116.8492,OUT035,2004,Small,Tier 2,Supermarket Type1,2664.5316,21,Medium,0.006384456093127889,0
FDU19,8.77,reg,0.046762633,Fruits and Vegetables,170.8422,OUT035,2004,Small,Tier 2,Supermarket Type1,1724.422,21,High,0.0053321126189153235,0
FDA49,19.7,Low Fat,0.064909488,Canned,88.5198,OUT035,2004,Small,Tier 2,Supermarket Type1,1308.297,21,Low,0.003294897700766614,0
NCZ42,10.5,LF,0.011305479,Household,235.5248,OUT049,1999,Medium,Tier 1,Supermarket Type1,4740.496,26,Very_High,0.0010767121831702683,0
FDX32,15.1,Regular,0.10827207933333333,Fruits and Vegetables,146.2786,OUT010,1998,Medium,Tier 3,Grocery Store,433.4358,27,High,0.0071703359048342664,0
FDR01,5.405,Regular,0.053576661,Canned,200.5742,OUT013,1987,High,Tier 3,Supermarket Type1,2388.8904,38,Very_High,0.009912423882992806,0
FDQ15,20.35,Regular,0.150947728,Meat,81.0276,OUT013,1987,High,Tier 3,Supermarket Type1,1868.2348,38,Low,0.007417578406998603,0
FDQ14,9.27,low fat,0.10818157,Dairy,149.605,OUT019,1985,Small,Tier 1,Grocery Store,449.415,40,High,0.01167007101725232,0
FDS56,5.785,Regular,0.038749536,Fruits and Vegetables,262.0252,OUT035,2004,Small,Tier 2,Supermarket Type1,4459.5284,21,Very_High,0.006698276456650569,0
DRJ24,11.8,Low Fat,0.113790879,Soft Drinks,185.3924,OUT018,2009,Medium,Tier 3,Supermarket Type2,370.1848,16,High,0.009643294013280169,0
FDG52,13.65,Low Fat,0.065313024,Frozen Foods,47.1402,OUT027,1985,Medium,Tier 3,Supermarket Type3,1516.0266,40,Low,0.004784836572539445,0
FDF59,12.5,Low Fat,0.08253585466666666,Starchy Foods,127.102,OUT017,2007,Small,Tier 2,Supermarket Type1,253.004,18,Medium,0.006602867845103905,0
DRM49,6.11,Regular,0.152813518,Soft Drinks,45.6086,OUT017,2007,Small,Tier 2,Supermarket Type1,1025.9978,18,Low,0.02501039165132706,0
NCP02,7.105,Low Fat,0.044771473,Household,58.2562,OUT013,1987,High,Tier 3,Supermarket Type1,592.562,38,Low,0.00630140277249785,0
FDW13,8.5,Low Fat,0.098083231,Canned,50.3324,OUT045,2002,Small,Tier 2,Supermarket Type1,675.1212,23,Low,0.011539202289505614,0
FDV12,16.7,Regular,0.06121901,Baking Goods,100.0384,OUT017,2007,Small,Tier 2,Supermarket Type1,1970.768,18,Medium,0.0036658087625264213,0
FDH14,17.1,Regular,0.047073322,Canned,138.6838,OUT017,2007,Small,Tier 2,Supermarket Type1,2950.1598,18,Medium,0.002752825686969258,0
FDQ20,8.325,Low Fat,0.029953314,Fruits and Vegetables,39.5138,OUT017,2007,Small,Tier 2,Supermarket Type1,568.5932,18,Low,0.0035979952434840555,0
FDT45,15.85,Low Fat,0.06219995925,Snack Foods,55.1956,OUT013,1987,High,Tier 3,Supermarket Type1,1255.6988,38,Low,0.003924287402253161,0
NCM26,20.5,Low Fat,0.040520754,Others,153.934,OUT019,1985,Small,Tier 1,Grocery Store,153.134,40,High,0.0019766220499208755,0
FDJ22,18.75,Low Fat,0.052554508,Snack Foods,190.3504,OUT027,1985,Medium,Tier 3,Supermarket Type3,1917.504,40,Very_High,0.0028029069438449627,0
FDD29,12.15,Low Fat,0.018514652,Frozen Foods,252.7698,OUT017,2007,Small,Tier 2,Supermarket Type1,5834.4054,18,Very_High,0.0015238395453630003,0
FDA13,15.85,Low Fat,0.07871426,Canned,37.2506,OUT045,2002,Small,Tier 2,Supermarket Type1,493.3578,23,Low,0.004966199055760312,0
FDV47,17.1,Low Fat,0.054197299,Breads,83.5566,OUT035,2004,Small,Tier 2,Supermarket Type1,1860.2452,21,Low,0.003169432504711549,0
FDS57,15.5,Low Fat,0.103442268,Snack Foods,144.847,OUT046,1997,Small,Tier 1,Supermarket Type1,2433.499,28,High,0.006673694279116499,0
DRG36,14.15,LF,0.095360186,Soft Drinks,172.3106,OUT035,2004,Small,Tier 2,Supermarket Type1,3251.1014,21,High,0.00673923528344627,0
FDK38,6.65,low fat,0.053031857,Canned,149.1734,OUT027,1985,Medium,Tier 3,Supermarket Type3,4454.202,40,High,0.007974714139140731,0
DRJ49,6.865,Low Fat,0.013990601,Soft Drinks,127.6652,OUT035,2004,Small,Tier 2,Supermarket Type1,2841.6344,21,Medium,0.002037960518869553,0
FDR37,16.5,Regular,0.066237024,Breakfast,183.1292,OUT035,2004,Small,Tier 2,Supermarket Type1,6385.022,21,High,0.004014364847614252,0
NCS53,14.5,Low Fat,0.089761211,Health and Hygiene,159.4604,OUT035,2004,Small,Tier 2,Supermarket Type1,2376.906,21,High,0.006190427917901523,0
FDR22,19.35,Regular,0.01863822,Snack Foods,110.2544,OUT018,2009,Medium,Tier 3,Supermarket Type2,1677.816,16,Medium,0.0009632154540973924,0
NCP42,8.51,Low Fat,0.016176344,Household,192.1478,OUT018,2009,Medium,Tier 3,Supermarket Type2,1937.478,16,Very_High,0.0019008627613557273,0
FDK38,6.65,Low Fat,0.089196394,Canned,147.0734,OUT010,1998,Medium,Tier 3,Grocery Store,296.9468,27,High,0.013412989561956455,0
NCC43,7.39,Low Fat,0.092782895,Household,252.6066,OUT046,1997,Small,Tier 1,Supermarket Type1,2259.0594,28,Very_High,0.012555193835562405,0
FDH57,10.895,Low Fat,0.0358031,Fruits and Vegetables,130.3284,OUT049,1999,Medium,Tier 1,Supermarket Type1,2504.7396,26,Medium,0.0032861952008999356,0
FDQ25,8.63,Regular,0.028271345,Canned,170.5422,OUT035,2004,Small,Tier 2,Supermarket Type1,2069.3064,21,High,0.0032759376273536933,0
FDA11,7.75,Low Fat,0.043238822,Baking Goods,92.5436,OUT046,1997,Small,Tier 1,Supermarket Type1,1701.7848,28,Low,0.00557920211881263,0
FDG31,12.15,Low Fat,0.037955309,Meat,62.8826,OUT049,1999,Medium,Tier 1,Supermarket Type1,710.4086,26,Low,0.0031238934877453922,0
FDW28,18.25,Low Fat,0.089186083,Frozen Foods,194.3452,OUT018,2009,Medium,Tier 3,Supermarket Type2,4502.1396,16,Very_High,0.004886908389758444,0
FDV14,19.85,Low Fat,0.044566659,Dairy,88.5856,OUT049,1999,Medium,Tier 1,Supermarket Type1,703.0848,26,Low,0.0022451716249283814,0
FDB60,9.3,Low Fat,0.028638276,Baking Goods,195.8136,OUT018,2009,Medium,Tier 3,Supermarket Type2,2138.5496,16,Very_High,0.0030793841850124534,0
FDU43,19.35,Regular,0.057762301,Fruits and Vegetables,237.3564,OUT027,1985,Medium,Tier 3,Supermarket Type3,2145.2076,40,Very_High,0.0029851316803549514,0
DRH11,5.98,LF,0.075711199,Hard Drinks,55.6614,OUT045,2002,Small,Tier 2,Supermarket Type1,331.5684,23,Low,0.012660733501549582,0
FDC48,9.195,Low Fat,0.027767577,Baking Goods,82.1592,OUT019,1985,Small,Tier 1,Grocery Store,412.796,40,Low,0.0030198557890314536,0
DRK39,7.02,Low Fat,0.049865399,Dairy,82.925,OUT046,1997,Small,Tier 1,Supermarket Type1,1165.15,28,Low,0.00710333217901251,0
FDB20,7.72,Low Fat,0.052061483,Fruits and Vegetables,76.7986,OUT049,1999,Medium,Tier 1,Supermarket Type1,1324.2762,26,Low,0.0067437145409696185,0
FDE51,5.925,Regular,0.096387053,Dairy,45.6086,OUT013,1987,High,Tier 3,Supermarket Type1,356.8688,38,Low,0.016267854300784083,0
FDX36,9.695,Regular,0.128176489,Baking Goods,224.8404,OUT013,1987,High,Tier 3,Supermarket Type1,3600.6464,38,Very_High,0.0132208845568969,0
NCT29,12.6,Low Fat,0.064110725,Health and Hygiene,122.3414,OUT046,1997,Small,Tier 1,Supermarket Type1,243.6828,28,Medium,0.005088152373956161,0
FDU45,15.6,Regular,0.035561344,Snack Foods,112.1518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1821.6288,26,Medium,0.0022795731872068473,0
FDF56,16.7,Regular,0.119647957,Fruits and Vegetables,180.9976,OUT049,1999,Medium,Tier 1,Supermarket Type1,4165.2448,26,High,0.007164547894338449,0
FDW07,18.0,Regular,0.238831875,Fruits and Vegetables,88.2514,OUT010,1998,Medium,Tier 3,Grocery Store,88.5514,27,Low,0.013268436762864624,0
FDR52,12.65,Regular,0.075676339,Frozen Foods,190.4846,OUT027,1985,Medium,Tier 3,Supermarket Type3,8789.8916,40,Very_High,0.005982318815626971,0
FDB45,20.85,LF,0.021416681,Fruits and Vegetables,104.6306,OUT018,2009,Medium,Tier 3,Supermarket Type2,1149.8366,16,Medium,0.0010271788955789497,0
NCT42,5.88,Low Fat,0.024766802,Household,151.0392,OUT027,1985,Medium,Tier 3,Supermarket Type3,3281.0624,40,High,0.004212040440129177,0
FDP52,18.7,reg,0.070691729,Frozen Foods,230.201,OUT046,1997,Small,Tier 1,Supermarket Type1,5742.525,28,Very_High,0.0037803061614809534,0
FDI50,8.42,Regular,0.030693309,Canned,228.0352,OUT027,1985,Medium,Tier 3,Supermarket Type3,10306.584,40,Very_High,0.0036452856715812744,0
FDU48,18.85,Low Fat,0.055671582,Baking Goods,133.3284,OUT017,2007,Small,Tier 2,Supermarket Type1,263.6568,18,Medium,0.002953399418917802,0
FDS43,11.65,Low Fat,0.040507228,Fruits and Vegetables,186.924,OUT035,2004,Small,Tier 2,Supermarket Type1,2237.088,21,Very_High,0.003477014980513736,0
NCM41,16.5,Low Fat,0.035626319,Health and Hygiene,93.112,OUT013,1987,High,Tier 3,Supermarket Type1,932.12,38,Low,0.002159170717626017,0
FDP37,15.6,Low Fat,0.143688905,Breakfast,128.1994,OUT018,2009,Medium,Tier 3,Supermarket Type2,2184.4898,16,Medium,0.009210826653152138,0
FDJ44,12.3,Regular,0.106542886,Fruits and Vegetables,173.2396,OUT045,2002,Small,Tier 2,Supermarket Type1,3139.9128,23,High,0.008662022547803044,0
FDY38,13.6,Regular,0.208662546,Dairy,231.83,OUT019,1985,Small,Tier 1,Grocery Store,466.06,40,Very_High,0.015342833136556388,0
FDC20,10.65,Low Fat,0.024107056,Fruits and Vegetables,56.6272,OUT017,2007,Small,Tier 2,Supermarket Type1,447.4176,18,Low,0.0022635731207912564,0
FDF02,16.2,Low Fat,0.104058452,Canned,102.499,OUT017,2007,Small,Tier 2,Supermarket Type1,2063.98,18,Medium,0.006423360838064145,0
FDX38,10.5,Regular,0.048403392,Dairy,48.2376,OUT018,2009,Medium,Tier 3,Supermarket Type2,527.3136,16,Low,0.004609846418109865,0
FDN50,16.85,Regular,0.026391403,Canned,92.812,OUT027,1985,Medium,Tier 3,Supermarket Type3,2609.936,40,Low,0.0015662552779670456,0
FDA07,7.55,Regular,0.031007381,Fruits and Vegetables,123.4072,OUT045,2002,Small,Tier 2,Supermarket Type1,2082.6224,23,Medium,0.004106937336829492,0
FDT49,7.0,Low Fat,0.150672399,Canned,104.728,OUT027,1985,Medium,Tier 3,Supermarket Type3,2450.144,40,Medium,0.02152462535362495,0
FDA09,13.35,Regular,0.149598628,Snack Foods,179.466,OUT049,1999,Medium,Tier 1,Supermarket Type1,3775.086,26,High,0.01120588889843529,0
FDV43,16.0,Low Fat,0.077290355,Fruits and Vegetables,44.5086,OUT017,2007,Small,Tier 2,Supermarket Type1,713.7376,18,Low,0.004830646885584569,0
FDK58,11.35,Regular,0.078758649,Snack Foods,103.0016,OUT019,1985,Small,Tier 1,Grocery Store,202.4032,40,Medium,0.006939087406247806,0
FDL22,16.85,Low Fat,0.036359891,Snack Foods,90.7488,OUT013,1987,High,Tier 3,Supermarket Type1,2263.72,38,Low,0.002157856904578225,0
FDP56,8.185,Low Fat,0.046747071,Fruits and Vegetables,49.9692,OUT017,2007,Small,Tier 2,Supermarket Type1,837.5764,18,Low,0.005711309137286605,0
DRL47,19.7,Low Fat,0.042401112125,Hard Drinks,125.9362,OUT049,1999,Medium,Tier 1,Supermarket Type1,1635.8706,26,Medium,0.0021523406077492077,0
NCT17,10.8,Low Fat,0.041865848,Health and Hygiene,189.7214,OUT046,1997,Small,Tier 1,Supermarket Type1,5841.0634,28,Very_High,0.003876467048475273,0
FDR12,12.6,Regular,0.031713126,Baking Goods,172.5764,OUT017,2007,Small,Tier 2,Supermarket Type1,1030.6584,18,High,0.0025169145621496383,0
FDD39,16.7,Low Fat,0.07044068,Dairy,216.885,OUT018,2009,Medium,Tier 3,Supermarket Type2,6275.165,16,Very_High,0.00421800453784404,0
FDG04,13.1,Low Fat,0.006087409,Frozen Foods,185.0898,OUT018,2009,Medium,Tier 3,Supermarket Type2,1870.898,16,High,0.0004646876744513226,0
FDV19,14.85,Regular,0.035456465,Fruits and Vegetables,162.2578,OUT017,2007,Small,Tier 2,Supermarket Type1,3690.5294,18,High,0.0023876405799568633,0
FDS55,7.02,Low Fat,0.142107998,Fruits and Vegetables,150.3734,OUT019,1985,Small,Tier 1,Grocery Store,296.9468,40,High,0.020243301674743353,0
FDM50,13.0,Regular,0.030064132,Canned,58.022,OUT013,1987,High,Tier 3,Supermarket Type1,898.83,38,Low,0.00231262536056728,0
DRF13,12.1,Low Fat,0.029781363,Soft Drinks,146.9444,OUT046,1997,Small,Tier 1,Supermarket Type1,1596.5884,28,High,0.0024612694660107884,0
FDJ48,11.3,Low Fat,0.056387854,Baking Goods,245.4118,OUT013,1987,High,Tier 3,Supermarket Type1,6669.3186,38,Very_High,0.004990075133621669,0
FDM20,10.0,Low Fat,0.038653608,Fruits and Vegetables,245.4144,OUT013,1987,High,Tier 3,Supermarket Type1,7105.4176,38,Very_High,0.003865360413463959,0
FDP24,20.6,Low Fat,0.083172413,Baking Goods,121.0756,OUT045,2002,Small,Tier 2,Supermarket Type1,1696.4584,23,Medium,0.004037495580704098,0
FDC16,11.5,Regular,0.020565921,Dairy,86.054,OUT035,2004,Small,Tier 2,Supermarket Type1,1384.864,21,Low,0.0017883408010138436,0
NCB42,11.8,LF,0.008609602,Health and Hygiene,114.8492,OUT017,2007,Small,Tier 2,Supermarket Type1,1390.1904,18,Medium,0.0007296272263027774,0
FDN01,8.895,Low Fat,0.121180705,Breakfast,177.037,OUT010,1998,Medium,Tier 3,Grocery Store,176.437,27,High,0.013623461649976208,0
FDT34,9.3,Low Fat,0.174703862,Snack Foods,104.0964,OUT045,2002,Small,Tier 2,Supermarket Type1,1788.3388,23,Medium,0.018785359485445217,0
FDA52,16.2,Regular,0.127800388,Frozen Foods,177.037,OUT027,1985,Medium,Tier 3,Supermarket Type3,4587.362,40,High,0.007888912352536274,0
NCC18,19.1,Low Fat,0.296713665,Household,171.8422,OUT010,1998,Medium,Tier 3,Grocery Store,1034.6532,27,High,0.015534746045301253,0
NCR41,17.85,Low Fat,0.018125948,Health and Hygiene,94.9094,OUT017,2007,Small,Tier 2,Supermarket Type1,761.6752,18,Medium,0.0010154592148202118,0
FDX23,6.445,Low Fat,0.029859711,Baking Goods,94.1436,OUT017,2007,Small,Tier 2,Supermarket Type1,1418.154,18,Medium,0.004633003315282651,0
FDP39,12.65,Low Fat,0.116203156,Meat,53.5324,OUT010,1998,Medium,Tier 3,Grocery Store,415.4592,27,Low,0.0091860195109866,0
NCH07,13.15,Low Fat,0.09264951,Household,157.8604,OUT035,2004,Small,Tier 2,Supermarket Type1,3803.0496,21,High,0.007045589578282162,0
FDW47,15.0,Low Fat,0.081197035,Breads,121.7414,OUT019,1985,Small,Tier 1,Grocery Store,365.5242,40,Medium,0.00541313530579098,0
DRD13,15.0,Low Fat,0.049070183,Soft Drinks,61.9168,OUT035,2004,Small,Tier 2,Supermarket Type1,767.0016,21,Low,0.003271345315243646,0
FDR48,11.65,Low Fat,0.131394793,Baking Goods,151.9024,OUT013,1987,High,Tier 3,Supermarket Type1,1669.8264,38,High,0.011278522036178367,0
FDE17,20.1,Regular,0.05904379333333333,Frozen Foods,152.2366,OUT010,1998,Medium,Tier 3,Grocery Store,151.1366,27,High,0.0029375020097428513,0
FDP60,17.35,Low Fat,0.05599602033333334,Baking Goods,102.9016,OUT046,1997,Small,Tier 1,Supermarket Type1,1922.8304,28,Medium,0.0032274361444321145,0
FDD57,18.1,Low Fat,0.022526293,Fruits and Vegetables,95.0094,OUT017,2007,Small,Tier 2,Supermarket Type1,1713.7692,18,Medium,0.0012445465058261596,0
FDW13,8.5,low fat,0.163838951,Canned,51.3324,OUT010,1998,Medium,Tier 3,Grocery Store,311.5944,27,Low,0.01927516843821548,0
FDN24,14.1,Low Fat,0.11349714,Baking Goods,56.1956,OUT045,2002,Small,Tier 2,Supermarket Type1,1364.89,23,Low,0.00804944198230908,0
FDJ34,11.8,Regular,0.094185483,Snack Foods,126.2704,OUT017,2007,Small,Tier 2,Supermarket Type1,2002.7264,18,Medium,0.007981819916794922,0
FDD46,6.035,low fat,0.14113846,Snack Foods,155.0998,OUT013,1987,High,Tier 3,Supermarket Type1,3691.1952,38,High,0.023386650640157308,0
FDF46,7.07,Low Fat,0.164006137,Snack Foods,113.2834,OUT019,1985,Small,Tier 1,Grocery Store,575.917,40,Medium,0.023197470127656276,0
NCE43,12.5,Low Fat,0.17314115,Household,168.4448,OUT010,1998,Medium,Tier 3,Grocery Store,170.4448,27,High,0.013851290891896729,0
FDN27,20.85,Low Fat,0.039555016,Meat,116.8808,OUT035,2004,Small,Tier 2,Supermarket Type1,820.2656,21,Medium,0.0018971229785552525,0
FDW52,14.0,Regular,0.037580877,Frozen Foods,162.6526,OUT049,1999,Medium,Tier 1,Supermarket Type1,4275.7676,26,High,0.0026843481654037025,0
DRH03,17.25,Low Fat,0.035064318,Dairy,92.412,OUT046,1997,Small,Tier 1,Supermarket Type1,1304.968,28,Low,0.0020327139691180304,0
NCM29,11.5,Low Fat,0.017678008,Health and Hygiene,129.2626,OUT045,2002,Small,Tier 2,Supermarket Type1,1705.1138,23,Medium,0.0015372179532853953,0
FDR58,6.675,Low Fat,0.041986639,Snack Foods,93.2462,OUT049,1999,Medium,Tier 1,Supermarket Type1,1480.7392,26,Low,0.00629013224117869,0
FDY50,5.8,Low Fat,0.130955811,Dairy,90.3172,OUT046,1997,Small,Tier 1,Supermarket Type1,1338.258,28,Low,0.02257858421058893,0
FDE16,8.895,Low Fat,0.026492726,Frozen Foods,208.4954,OUT017,2007,Small,Tier 2,Supermarket Type1,6251.862,18,Very_High,0.002978383701137302,0
NCE31,7.67,Low Fat,0.185130961,Household,32.9216,OUT049,1999,Medium,Tier 1,Supermarket Type1,588.5672,26,Low,0.024137019147715887,0
FDE53,10.895,Low Fat,0.026934673,Frozen Foods,106.128,OUT045,2002,Small,Tier 2,Supermarket Type1,319.584,23,Medium,0.002472204729490158,0
DRK11,8.21,Low Fat,0.011927428714285714,Hard Drinks,148.2392,OUT045,2002,Small,Tier 2,Supermarket Type1,1491.392,23,High,0.0014527926018871025,0
DRH13,8.575,Low Fat,0.023866079,Soft Drinks,107.128,OUT013,1987,High,Tier 3,Supermarket Type1,958.752,38,Medium,0.002783215885339256,0
FDA11,7.75,Low Fat,0.043414959,Baking Goods,93.1436,OUT018,2009,Medium,Tier 3,Supermarket Type2,1418.154,16,Low,0.0056019294707187785,0
DRL35,15.7,Low Fat,0.030554947,Hard Drinks,41.877,OUT027,1985,Medium,Tier 3,Supermarket Type3,1125.202,40,Low,0.0019461748441926851,0
DRF36,16.1,Low Fat,0.023463124,Soft Drinks,190.6846,OUT027,1985,Medium,Tier 3,Supermarket Type3,9554.23,40,Very_High,0.0014573368038921237,0
FDI07,12.35,Regular,0.033951827,Meat,197.2426,OUT017,2007,Small,Tier 2,Supermarket Type1,2966.139,18,Very_High,0.002749135566871614,0
FDI32,17.7,Low Fat,0.174228338,Fruits and Vegetables,117.1834,OUT013,1987,High,Tier 3,Supermarket Type1,691.1004,38,Medium,0.009843408370428906,0
DRL60,8.52,Low Fat,0.027169589,Soft Drinks,151.0682,OUT018,2009,Medium,Tier 3,Supermarket Type2,1829.6184,16,High,0.003188918522427404,0
NCY17,18.2,Low Fat,0.1630653,Health and Hygiene,43.3086,OUT035,2004,Small,Tier 2,Supermarket Type1,758.3462,21,Low,0.00895963137584443,0
DRH36,16.2,Low Fat,0.058444176,Soft Drinks,73.0696,OUT019,1985,Small,Tier 1,Grocery Store,223.7088,40,Low,0.003607664962489817,0
FDX02,16.0,Low Fat,0.057049301,Dairy,225.9404,OUT035,2004,Small,Tier 2,Supermarket Type1,1350.2424,21,Very_High,0.0035655810896511814,0
FDG46,8.63,Regular,0.032960823,Snack Foods,115.0518,OUT049,1999,Medium,Tier 1,Supermarket Type1,1366.2216,26,Medium,0.0038193301483974334,0
FDM60,10.8,Regular,0.05673260075,Baking Goods,40.7138,OUT017,2007,Small,Tier 2,Supermarket Type1,406.138,18,Low,0.005253018101572398,0
FDJ22,18.75,Low Fat,0.053025371,Snack Foods,192.5504,OUT018,2009,Medium,Tier 3,Supermarket Type2,2109.2544,16,Very_High,0.002828019635838953,0
FDU59,5.78,Low Fat,0.096306016,Breads,161.9552,OUT013,1987,High,Tier 3,Supermarket Type1,2111.9176,38,High,0.0166619376017409,0
FDL38,13.8,Regular,0.014762987,Canned,90.7172,OUT045,2002,Small,Tier 2,Supermarket Type1,1338.258,23,Low,0.0010697815891462616,0
FDZ23,17.75,Regular,0.067446626,Baking Goods,184.724,OUT013,1987,High,Tier 3,Supermarket Type1,1677.816,38,High,0.0037998097014191714,0
FDX52,11.5,Regular,0.042173667,Frozen Foods,194.682,OUT018,2009,Medium,Tier 3,Supermarket Type2,2316.984,16,Very_High,0.003667275072410863,0
NCB42,11.8,LF,0.008578539,Health and Hygiene,117.6492,OUT045,2002,Small,Tier 2,Supermarket Type1,1158.492,23,Medium,0.0007269947688987484,0
NCU18,15.1,Low Fat,0.056155909,Household,140.5496,OUT017,2007,Small,Tier 2,Supermarket Type1,2681.8424,18,Medium,0.003718934124573899,0
FDI32,17.7,Low Fat,0.305305397,Fruits and Vegetables,116.6834,OUT019,1985,Small,Tier 1,Grocery Store,460.7336,40,Medium,0.01724889151136206,0
DRZ11,8.85,Regular,0.112571187,Soft Drinks,122.0388,OUT013,1987,High,Tier 3,Supermarket Type1,1609.9044,38,Medium,0.012719906698315629,0
NCL54,12.6,Low Fat,0.083221904,Household,174.5054,OUT017,2007,Small,Tier 2,Supermarket Type1,2626.581,18,High,0.0066049124916736125,0
FDS19,13.8,Regular,0.064195136,Fruits and Vegetables,75.8012,OUT035,2004,Small,Tier 2,Supermarket Type1,1138.518,21,Low,0.004651821112186876,0
DRB13,6.115,Regular,0.007055292,Soft Drinks,188.653,OUT049,1999,Medium,Tier 1,Supermarket Type1,3605.307,26,Very_High,0.001153767922523643,0
DRI51,17.25,Low Fat,0.070703828,Dairy,170.3764,OUT010,1998,Medium,Tier 3,Grocery Store,343.5528,27,High,0.004098772400071165,0
FDS57,15.5,Low Fat,0.102941345,Snack Foods,142.047,OUT027,1985,Medium,Tier 3,Supermarket Type3,2719.793,40,Medium,0.00664137666829828,0
FDT39,6.26,Regular,0.009887927,Meat,150.7366,OUT045,2002,Small,Tier 2,Supermarket Type1,2418.1856,23,High,0.001579540801990287,0
